project_id	size	size_source	size_simpl	size_simpl_source
mm.ace.1215	small	aim_size_designation	small	aim_size_designation
mm.ace.1216	small	aim_size_designation	small	aim_size_designation
mm.ace.1217	small	aim_size_designation	small	aim_size_designation
mm.ace.1220	medium	visitbritain	medium	visitbritain
mm.ace.1221	small	aim_size_designation	small	aim_size_designation
mm.ace.1222	large	ace_size_designation	large	ace_size_designation
mm.ace.1223	very_large	mm	large	mm
mm.ace.1224	small	aim_size_designation	small	aim_size_designation
mm.ace.1225	medium	visitbritain	medium	visitbritain
mm.ace.1226	small	ma(fam)	small	ma(fam)
mm.ace.1227	unknown	unknown	unknown_sz	unknown
mm.ace.1228	medium	visitbritain	medium	visitbritain
mm.ace.1229	small	aim_size_designation	small	aim_size_designation
mm.ace.1231	very_large	visitbritain	large	visitbritain
mm.ace.1233	very_small	ma(fam)	small	ma(fam)
mm.ace.1234	very_small	mm	small	mm
mm.ace.1235	medium	ma(fam)	medium	ma(fam)
mm.ace.1236	very_small	mm	small	mm
mm.ace.1237	small	aim_size_designation	small	aim_size_designation
mm.ace.1238	small	aim_size_designation	small	aim_size_designation
mm.ace.1239	small	aim_size_designation	small	aim_size_designation
mm.ace.1240	unknown	unknown	unknown_sz	unknown
mm.ace.1241	unknown	unknown	unknown_sz	unknown
mm.ace.1242	small	aim_size_designation	small	aim_size_designation
mm.ace.1243	very_small	ma(fam)	small	ma(fam)
mm.ace.1244	very_small	mm	small	mm
mm.ace.1245	small	aim_size_designation	small	aim_size_designation
mm.ace.1246	very_large	ma(fam)	large	ma(fam)
mm.ace.1247	very_small	mm	small	mm
mm.ace.1248	tiny	mm	small	mm
mm.ace.1249	small	ma(fam)	small	ma(fam)
mm.ace.1250	very_small	visitbritain	small	visitbritain
mm.ace.1251	medium	ma(fam)	medium	ma(fam)
mm.ace.1252	very_small	mm	small	mm
mm.ace.1253	large	visitbritain	large	visitbritain
mm.ace.1254	very_large	ma(fam)	large	ma(fam)
mm.ace.1255	medium	ace_size_designation	medium	ace_size_designation
mm.ace.1256	very_large	ma(fam)	large	ma(fam)
mm.ace.1257	very_large	visitbritain	large	visitbritain
mm.ace.1258	small	aim_size_designation	small	aim_size_designation
mm.ace.1259	small	visitbritain	small	visitbritain
mm.ace.1260	small	ma(fam)	small	ma(fam)
mm.ace.1261	large	visitbritain	large	visitbritain
mm.ace.1262	small	aim_size_designation	small	aim_size_designation
mm.ace.1263	very_large	visitbritain	large	visitbritain
mm.ace.1264	medium	visitbritain	medium	visitbritain
mm.ace.1265	small	aim_size_designation	small	aim_size_designation
mm.ace.1266	small	aim_size_designation	small	aim_size_designation
mm.ace.1267	small	aim_size_designation	small	aim_size_designation
mm.ace.1268	medium	visitbritain	medium	visitbritain
mm.ace.127	very_large	ace_size_designation	large	ace_size_designation
mm.ace.1270	medium	aim_size_designation	medium	aim_size_designation
mm.ace.1271	medium	ace_size_designation	medium	ace_size_designation
mm.ace.1273	medium	ace_size_designation	medium	ace_size_designation
mm.ace.1274	unknown	unknown	unknown_sz	unknown
mm.ace.1275	tiny	ma(fam)	small	ma(fam)
mm.ace.1276	medium	ace_size_designation	medium	ace_size_designation
mm.ace.1277	very_small	ma(fam)	small	ma(fam)
mm.ace.1278	very_large	visitbritain	large	visitbritain
mm.ace.1280	small	ace_size_designation	small	ace_size_designation
mm.ace.1282	very_small	ma(fam)	small	ma(fam)
mm.ace.1283	small	aim_size_designation	small	aim_size_designation
mm.ace.1284	unknown	unknown	unknown_sz	unknown
mm.ace.1285	small	mm	small	mm
mm.ace.1286	very_small	mm	small	mm
mm.ace.1287	very_small	visitbritain	small	visitbritain
mm.ace.1288	very_small	mm	small	mm
mm.ace.1291	tiny	mm	small	mm
mm.ace.1292	tiny	mm	small	mm
mm.ace.1293	small	mm	small	mm
mm.ace.135	small	ma(fam)	small	ma(fam)
mm.ace.164	very_large	ma(fam)	large	ma(fam)
mm.ace.203	very_large	ma(fam)	large	ma(fam)
mm.ace.266	small	aim_size_designation	small	aim_size_designation
mm.ace.324	large	ma(fam)	large	ma(fam)
mm.ace.327	very_large	ace_size_designation	large	ace_size_designation
mm.ace.333	large	ace_size_designation	large	ace_size_designation
mm.ace.380	medium	mm	medium	mm
mm.ace.390	small	domus	small	domus
mm.ace.399	medium	ma(fam)	medium	ma(fam)
mm.ace.413	large	ace_size_designation	large	ace_size_designation
mm.ace.436	medium	ace_size_designation	medium	ace_size_designation
mm.ace.504	small	mm	small	mm
mm.ace.516	medium	ma(fam)	medium	ma(fam)
mm.ace.569	medium	ma(fam)	medium	ma(fam)
mm.ace.685	large	ace_size_designation	large	ace_size_designation
mm.ace.713	small	ace_size_designation	small	ace_size_designation
mm.aim.0001	small	aim_size_designation	small	aim_size_designation
mm.aim.0005	medium	ma(fam)	medium	ma(fam)
mm.aim.0006	small	aim_size_designation	small	aim_size_designation
mm.aim.0014	small	aim_size_designation	small	aim_size_designation
mm.aim.0018	small	aim_size_designation	small	aim_size_designation
mm.aim.0021	small	aim_size_designation	small	aim_size_designation
mm.aim.0025	small	aim_size_designation	small	aim_size_designation
mm.aim.0036	small	aim_size_designation	small	aim_size_designation
mm.aim.0037	small	aim_size_designation	small	aim_size_designation
mm.aim.0038	small	aim_size_designation	small	aim_size_designation
mm.aim.0040	small	aim_size_designation	small	aim_size_designation
mm.aim.0042	small	aim_size_designation	small	aim_size_designation
mm.aim.0044	medium	visitbritain	medium	visitbritain
mm.aim.0046	small	aim_size_designation	small	aim_size_designation
mm.aim.0049	small	aim_size_designation	small	aim_size_designation
mm.aim.0050	small	aim_size_designation	small	aim_size_designation
mm.aim.0052	small	aim_size_designation	small	aim_size_designation
mm.aim.0054	very_large	visitbritain	large	visitbritain
mm.aim.0057	very_large	ma(fam)	large	ma(fam)
mm.aim.0058	very_small	visitbritain	small	visitbritain
mm.aim.0060	very_small	ma(fam)	small	ma(fam)
mm.aim.0062	small	aim_size_designation	small	aim_size_designation
mm.aim.0067	very_small	visitbritain	small	visitbritain
mm.aim.0074	small	aim_size_designation	small	aim_size_designation
mm.aim.0077	small	aim_size_designation	small	aim_size_designation
mm.aim.0079	small	aim_size_designation	small	aim_size_designation
mm.aim.0081	small	aim_size_designation	small	aim_size_designation
mm.aim.0098	small	aim_size_designation	small	aim_size_designation
mm.aim.0099	small	aim_size_designation	small	aim_size_designation
mm.aim.0105	small	ma(fam)	small	ma(fam)
mm.aim.0107	small	aim_size_designation	small	aim_size_designation
mm.aim.0109	small	aim_size_designation	small	aim_size_designation
mm.aim.0110	small	aim_size_designation	small	aim_size_designation
mm.aim.0112	small	aim_size_designation	small	aim_size_designation
mm.aim.0117	small	visitbritain	small	visitbritain
mm.aim.0126	small	aim_size_designation	small	aim_size_designation
mm.aim.0127	small	aim_size_designation	small	aim_size_designation
mm.aim.0129	small	aim_size_designation	small	aim_size_designation
mm.aim.0130	small	aim_size_designation	small	aim_size_designation
mm.aim.0135	small	ma(fam)	small	ma(fam)
mm.aim.0140	small	aim_size_designation	small	aim_size_designation
mm.aim.0141	small	aim_size_designation	small	aim_size_designation
mm.aim.0147	small	aim_size_designation	small	aim_size_designation
mm.aim.0150	large	aim_size_designation	large	aim_size_designation
mm.aim.0155	small	visitbritain	small	visitbritain
mm.aim.0158	medium	aim_size_designation	medium	aim_size_designation
mm.aim.0159	small	aim_size_designation	small	aim_size_designation
mm.aim.0160	small	aim_size_designation	small	aim_size_designation
mm.aim.0161	large	ma(fam)	large	ma(fam)
mm.aim.0165	small	aim_size_designation	small	aim_size_designation
mm.aim.0167	small	aim_size_designation	small	aim_size_designation
mm.aim.0172	small	visitbritain	small	visitbritain
mm.aim.0173	very_small	visitbritain	small	visitbritain
mm.aim.0174	small	aim_size_designation	small	aim_size_designation
mm.aim.0179	small	aim_size_designation	small	aim_size_designation
mm.aim.0181	small	aim_size_designation	small	aim_size_designation
mm.aim.0188	small	aim_size_designation	small	aim_size_designation
mm.aim.0191	small	aim_size_designation	small	aim_size_designation
mm.aim.0200	small	aim_size_designation	small	aim_size_designation
mm.aim.0204	small	aim_size_designation	small	aim_size_designation
mm.aim.0207	large	visitbritain	large	visitbritain
mm.aim.0211	small	aim_size_designation	small	aim_size_designation
mm.aim.0213	very_small	visitbritain	small	visitbritain
mm.aim.0215	small	aim_size_designation	small	aim_size_designation
mm.aim.0217	small	aim_size_designation	small	aim_size_designation
mm.aim.0218	medium	visitbritain	medium	visitbritain
mm.aim.0219	small	ma(fam)	small	ma(fam)
mm.aim.0220	small	aim_size_designation	small	aim_size_designation
mm.aim.0222	small	aim_size_designation	small	aim_size_designation
mm.aim.0227	small	aim_size_designation	small	aim_size_designation
mm.aim.0228	small	aim_size_designation	small	aim_size_designation
mm.aim.0231	small	aim_size_designation	small	aim_size_designation
mm.aim.0234	large	ma(fam)	large	ma(fam)
mm.aim.0236	small	aim_size_designation	small	aim_size_designation
mm.aim.0244	very_small	visitbritain	small	visitbritain
mm.aim.0245	small	aim_size_designation	small	aim_size_designation
mm.aim.0249	small	aim_size_designation	small	aim_size_designation
mm.aim.0254	small	aim_size_designation	small	aim_size_designation
mm.aim.0262	small	aim_size_designation	small	aim_size_designation
mm.aim.0265	small	aim_size_designation	small	aim_size_designation
mm.aim.0269	small	visitbritain	small	visitbritain
mm.aim.0280	large	aim_size_designation	large	aim_size_designation
mm.aim.0282	small	ma(fam)	small	ma(fam)
mm.aim.0283	small	aim_size_designation	small	aim_size_designation
mm.aim.0284	small	aim_size_designation	small	aim_size_designation
mm.aim.0287	small	aim_size_designation	small	aim_size_designation
mm.aim.0288	small	aim_size_designation	small	aim_size_designation
mm.aim.0292	very_small	ma(fam)	small	ma(fam)
mm.aim.0295	small	aim_size_designation	small	aim_size_designation
mm.aim.0300	small	visitbritain	small	visitbritain
mm.aim.0302	small	aim_size_designation	small	aim_size_designation
mm.aim.0304	small	aim_size_designation	small	aim_size_designation
mm.aim.0307	small	aim_size_designation	small	aim_size_designation
mm.aim.0310	small	ma(fam)	small	ma(fam)
mm.aim.0314	small	aim_size_designation	small	aim_size_designation
mm.aim.0317	small	aim_size_designation	small	aim_size_designation
mm.aim.0335	small	aim_size_designation	small	aim_size_designation
mm.aim.0336	very_small	visitbritain	small	visitbritain
mm.aim.0337	small	aim_size_designation	small	aim_size_designation
mm.aim.0338	small	aim_size_designation	small	aim_size_designation
mm.aim.0340	large	ma(fam)	large	ma(fam)
mm.aim.0342	small	aim_size_designation	small	aim_size_designation
mm.aim.0350	small	aim_size_designation	small	aim_size_designation
mm.aim.0351	small	aim_size_designation	small	aim_size_designation
mm.aim.0353	small	aim_size_designation	small	aim_size_designation
mm.aim.0358	small	aim_size_designation	small	aim_size_designation
mm.aim.0370	small	ma(fam)	small	ma(fam)
mm.aim.0373	small	aim_size_designation	small	aim_size_designation
mm.aim.0378	small	aim_size_designation	small	aim_size_designation
mm.aim.0382	small	aim_size_designation	small	aim_size_designation
mm.aim.0389	small	aim_size_designation	small	aim_size_designation
mm.aim.0393	very_small	visitbritain	small	visitbritain
mm.aim.0400	large	aim_size_designation	large	aim_size_designation
mm.aim.0405	small	aim_size_designation	small	aim_size_designation
mm.aim.0406	small	aim_size_designation	small	aim_size_designation
mm.aim.0407	small	aim_size_designation	small	aim_size_designation
mm.aim.0410	tiny	ma(fam)	small	ma(fam)
mm.aim.0420	small	visitbritain	small	visitbritain
mm.aim.0422	large	visitbritain	large	visitbritain
mm.aim.0423	small	aim_size_designation	small	aim_size_designation
mm.aim.0425	small	visitbritain	small	visitbritain
mm.aim.0430	small	aim_size_designation	small	aim_size_designation
mm.aim.0431	small	aim_size_designation	small	aim_size_designation
mm.aim.0440	small	aim_size_designation	small	aim_size_designation
mm.aim.0441	small	aim_size_designation	small	aim_size_designation
mm.aim.0443	very_small	scottish_national_audit	small	scottish_national_audit
mm.aim.0447	medium	ma(fam)	medium	ma(fam)
mm.aim.0448	small	aim_size_designation	small	aim_size_designation
mm.aim.0456	small	aim_size_designation	small	aim_size_designation
mm.aim.0459	small	aim_size_designation	small	aim_size_designation
mm.aim.0461	small	aim_size_designation	small	aim_size_designation
mm.aim.0466	small	aim_size_designation	small	aim_size_designation
mm.aim.0467	very_large	visitbritain	large	visitbritain
mm.aim.0470	small	ma(fam)	small	ma(fam)
mm.aim.0471	small	aim_size_designation	small	aim_size_designation
mm.aim.0478	small	aim_size_designation	small	aim_size_designation
mm.aim.0484	small	aim_size_designation	small	aim_size_designation
mm.aim.0485	medium	aim_size_designation	medium	aim_size_designation
mm.aim.0486	small	aim_size_designation	small	aim_size_designation
mm.aim.0490	small	aim_size_designation	small	aim_size_designation
mm.aim.0496	small	aim_size_designation	small	aim_size_designation
mm.aim.0503	small	aim_size_designation	small	aim_size_designation
mm.aim.0512	small	aim_size_designation	small	aim_size_designation
mm.aim.0513	small	mm	small	mm
mm.aim.0516	small	aim_size_designation	small	aim_size_designation
mm.aim.0518	small	aim_size_designation	small	aim_size_designation
mm.aim.0521	small	visitbritain	small	visitbritain
mm.aim.0527	large	visitbritain	large	visitbritain
mm.aim.0528	small	aim_size_designation	small	aim_size_designation
mm.aim.0530	small	aim_size_designation	small	aim_size_designation
mm.aim.0531	small	visitbritain	small	visitbritain
mm.aim.0533	small	aim_size_designation	small	aim_size_designation
mm.aim.0535	very_large	visitbritain	large	visitbritain
mm.aim.0545	small	aim_size_designation	small	aim_size_designation
mm.aim.0555	small	aim_size_designation	small	aim_size_designation
mm.aim.0556	small	aim_size_designation	small	aim_size_designation
mm.aim.0557	small	aim_size_designation	small	aim_size_designation
mm.aim.0559	small	aim_size_designation	small	aim_size_designation
mm.aim.0560	small	aim_size_designation	small	aim_size_designation
mm.aim.0565	small	aim_size_designation	small	aim_size_designation
mm.aim.0566	small	aim_size_designation	small	aim_size_designation
mm.aim.0568	small	aim_size_designation	small	aim_size_designation
mm.aim.0570	small	visitbritain	small	visitbritain
mm.aim.0578	small	aim_size_designation	small	aim_size_designation
mm.aim.0579	very_large	visitbritain	large	visitbritain
mm.aim.0581	small	aim_size_designation	small	aim_size_designation
mm.aim.0583	large	visitbritain	large	visitbritain
mm.aim.0588	very_small	visitbritain	small	visitbritain
mm.aim.0589	small	aim_size_designation	small	aim_size_designation
mm.aim.0593	small	aim_size_designation	small	aim_size_designation
mm.aim.0596	large	ma(fam)	large	ma(fam)
mm.aim.0598	small	aim_size_designation	small	aim_size_designation
mm.aim.0599	small	aim_size_designation	small	aim_size_designation
mm.aim.0600	tiny	ma(fam)	small	ma(fam)
mm.aim.0603	small	aim_size_designation	small	aim_size_designation
mm.aim.0604	small	aim_size_designation	small	aim_size_designation
mm.aim.0606	medium	aim_size_designation	medium	aim_size_designation
mm.aim.0616	small	aim_size_designation	small	aim_size_designation
mm.aim.0619	small	aim_size_designation	small	aim_size_designation
mm.aim.0625	small	aim_size_designation	small	aim_size_designation
mm.aim.0628	small	aim_size_designation	small	aim_size_designation
mm.aim.0639	medium	visitbritain	medium	visitbritain
mm.aim.0641	very_small	visitbritain	small	visitbritain
mm.aim.0651	small	aim_size_designation	small	aim_size_designation
mm.aim.0658	small	aim_size_designation	small	aim_size_designation
mm.aim.0663	small	aim_size_designation	small	aim_size_designation
mm.aim.0664	small	aim_size_designation	small	aim_size_designation
mm.aim.0671	medium	visitbritain	medium	visitbritain
mm.aim.0677	small	aim_size_designation	small	aim_size_designation
mm.aim.0678	medium	aim_size_designation	medium	aim_size_designation
mm.aim.0679	small	ma(fam)	small	ma(fam)
mm.aim.0691	small	aim_size_designation	small	aim_size_designation
mm.aim.0692	small	aim_size_designation	small	aim_size_designation
mm.aim.0699	medium	ma(fam)	medium	ma(fam)
mm.aim.0710	very_large	ma(fam)	large	ma(fam)
mm.aim.0713	small	aim_size_designation	small	aim_size_designation
mm.aim.0714	small	aim_size_designation	small	aim_size_designation
mm.aim.0720	very_large	aim_size_designation	large	aim_size_designation
mm.aim.0723	small	aim_size_designation	small	aim_size_designation
mm.aim.0724	small	aim_size_designation	small	aim_size_designation
mm.aim.0738	small	aim_size_designation	small	aim_size_designation
mm.aim.0742	small	aim_size_designation	small	aim_size_designation
mm.aim.0750	very_small	ma(fam)	small	ma(fam)
mm.aim.0753	small	aim_size_designation	small	aim_size_designation
mm.aim.0754	small	aim_size_designation	small	aim_size_designation
mm.aim.0774	small	aim_size_designation	small	aim_size_designation
mm.aim.0778	medium	aim_size_designation	medium	aim_size_designation
mm.aim.0779	small	aim_size_designation	small	aim_size_designation
mm.aim.0781	small	aim_size_designation	small	aim_size_designation
mm.aim.0784	small	aim_size_designation	small	aim_size_designation
mm.aim.0786	small	aim_size_designation	small	aim_size_designation
mm.aim.0788	small	aim_size_designation	small	aim_size_designation
mm.aim.0790	small	aim_size_designation	small	aim_size_designation
mm.aim.0791	small	aim_size_designation	small	aim_size_designation
mm.aim.0795	medium	ma(fam)	medium	ma(fam)
mm.aim.0796	small	aim_size_designation	small	aim_size_designation
mm.aim.0797	small	aim_size_designation	small	aim_size_designation
mm.aim.0803	small	aim_size_designation	small	aim_size_designation
mm.aim.0811	small	aim_size_designation	small	aim_size_designation
mm.aim.0812	small	aim_size_designation	small	aim_size_designation
mm.aim.0817	small	aim_size_designation	small	aim_size_designation
mm.aim.0818	small	mm	small	mm
mm.aim.0858	medium	aim_size_designation	medium	aim_size_designation
mm.aim.0877	small	aim_size_designation	small	aim_size_designation
mm.aim.0881	small	visitbritain	small	visitbritain
mm.aim.0882	very_small	ma(fam)	small	ma(fam)
mm.aim.0892	small	aim_size_designation	small	aim_size_designation
mm.aim.0898	small	ma(fam)	small	ma(fam)
mm.aim.0900	small	aim_size_designation	small	aim_size_designation
mm.aim.0907	large	visitbritain	large	visitbritain
mm.aim.0925	small	aim_size_designation	small	aim_size_designation
mm.aim.0926	small	aim_size_designation	small	aim_size_designation
mm.aim.0931	very_small	ma(fam)	small	ma(fam)
mm.aim.0936	large	aim_size_designation	large	aim_size_designation
mm.aim.0941	small	aim_size_designation	small	aim_size_designation
mm.aim.0943	small	aim_size_designation	small	aim_size_designation
mm.aim.0951	small	aim_size_designation	small	aim_size_designation
mm.aim.0952	small	aim_size_designation	small	aim_size_designation
mm.aim.0956	small	aim_size_designation	small	aim_size_designation
mm.aim.0959	small	aim_size_designation	small	aim_size_designation
mm.aim.0976	large	visitbritain	large	visitbritain
mm.aim.0981	small	aim_size_designation	small	aim_size_designation
mm.aim.0983	large	aim_size_designation	large	aim_size_designation
mm.aim.0993	small	aim_size_designation	small	aim_size_designation
mm.aim.0994	small	aim_size_designation	small	aim_size_designation
mm.aim.1001	small	aim_size_designation	small	aim_size_designation
mm.aim.1004	small	aim_size_designation	small	aim_size_designation
mm.aim.1005	small	aim_size_designation	small	aim_size_designation
mm.aim.1006	tiny	visitbritain	small	visitbritain
mm.aim.1017	very_small	ma(fam)	small	ma(fam)
mm.aim.1020	small	aim_size_designation	small	aim_size_designation
mm.aim.1022	small	aim_size_designation	small	aim_size_designation
mm.aim.1023	small	aim_size_designation	small	aim_size_designation
mm.aim.1025	tiny	visitbritain	small	visitbritain
mm.aim.1026	small	aim_size_designation	small	aim_size_designation
mm.aim.1031	small	aim_size_designation	small	aim_size_designation
mm.aim.1036	small	aim_size_designation	small	aim_size_designation
mm.aim.1040	small	aim_size_designation	small	aim_size_designation
mm.aim.1042	unknown	unknown	unknown_sz	unknown
mm.aim.1047	medium	aim_size_designation	medium	aim_size_designation
mm.aim.1051	small	aim_size_designation	small	aim_size_designation
mm.aim.1063	medium	ma(fam)	medium	ma(fam)
mm.aim.1068	small	aim_size_designation	small	aim_size_designation
mm.aim.1071	small	aim_size_designation	small	aim_size_designation
mm.aim.1076	small	aim_size_designation	small	aim_size_designation
mm.aim.1080	small	aim_size_designation	small	aim_size_designation
mm.aim.1082	small	aim_size_designation	small	aim_size_designation
mm.aim.1085	small	aim_size_designation	small	aim_size_designation
mm.aim.1089	small	aim_size_designation	small	aim_size_designation
mm.aim.1090	small	aim_size_designation	small	aim_size_designation
mm.aim.1091	small	aim_size_designation	small	aim_size_designation
mm.aim.1093	small	aim_size_designation	small	aim_size_designation
mm.aim.1095	small	aim_size_designation	small	aim_size_designation
mm.aim.1097	medium	aim_size_designation	medium	aim_size_designation
mm.aim.1101	small	aim_size_designation	small	aim_size_designation
mm.aim.1111	very_small	ma(fam)	small	ma(fam)
mm.aim.1115	small	ma(fam)	small	ma(fam)
mm.aim.1117	medium	visitbritain	medium	visitbritain
mm.aim.1119	very_small	ma(fam)	small	ma(fam)
mm.aim.1121	small	aim_size_designation	small	aim_size_designation
mm.aim.1131	small	aim_size_designation	small	aim_size_designation
mm.aim.1136	small	aim_size_designation	small	aim_size_designation
mm.aim.1138	medium	mm	medium	mm
mm.aim.1142	small	aim_size_designation	small	aim_size_designation
mm.aim.1147	small	aim_size_designation	small	aim_size_designation
mm.aim.1151	small	aim_size_designation	small	aim_size_designation
mm.aim.1153	medium	aim_size_designation	medium	aim_size_designation
mm.aim.1155	small	aim_size_designation	small	aim_size_designation
mm.aim.1156	small	aim_size_designation	small	aim_size_designation
mm.aim.1157	small	aim_size_designation	small	aim_size_designation
mm.aim.1159	small	aim_size_designation	small	aim_size_designation
mm.aim.1161	small	aim_size_designation	small	aim_size_designation
mm.aim.1166	small	aim_size_designation	small	aim_size_designation
mm.aim.1169	small	aim_size_designation	small	aim_size_designation
mm.aim.1180	medium	aim_size_designation	medium	aim_size_designation
mm.aim.1182	small	ma(fam)	small	ma(fam)
mm.aim.1186	small	aim_size_designation	small	aim_size_designation
mm.aim.1189	small	aim_size_designation	small	aim_size_designation
mm.aim.1190	small	aim_size_designation	small	aim_size_designation
mm.aim.1194	small	aim_size_designation	small	aim_size_designation
mm.aim.1196	small	aim_size_designation	small	aim_size_designation
mm.aim.1197	very_small	ma(fam)	small	ma(fam)
mm.aim.1202	small	aim_size_designation	small	aim_size_designation
mm.aim.1203	medium	aim_size_designation	medium	aim_size_designation
mm.aim.1205	small	aim_size_designation	small	aim_size_designation
mm.aim.1206	small	ma(fam)	small	ma(fam)
mm.aim.1209	large	aim_size_designation	large	aim_size_designation
mm.aim.1210	small	aim_size_designation	small	aim_size_designation
mm.aim.1215	very_small	visitbritain	small	visitbritain
mm.aim.1217	small	aim_size_designation	small	aim_size_designation
mm.aim.1223	small	aim_size_designation	small	aim_size_designation
mm.aim.1230	small	aim_size_designation	small	aim_size_designation
mm.aim.1245	small	aim_size_designation	small	aim_size_designation
mm.aim.1246	small	aim_size_designation	small	aim_size_designation
mm.aim.1247	small	aim_size_designation	small	aim_size_designation
mm.aim.1255	small	aim_size_designation	small	aim_size_designation
mm.aim.1258	very_small	ma(fam)	small	ma(fam)
mm.aim.1261	small	aim_size_designation	small	aim_size_designation
mm.aim.1263	small	aim_size_designation	small	aim_size_designation
mm.aim.1267	small	aim_size_designation	small	aim_size_designation
mm.aim.1274	very_small	ma(fam)	small	ma(fam)
mm.aim.1281	small	aim_size_designation	small	aim_size_designation
mm.aim.1289	small	aim_size_designation	small	aim_size_designation
mm.aim.1295	small	aim_size_designation	small	aim_size_designation
mm.aim.1300	tiny	ma(fam)	small	ma(fam)
mm.aim.1304	small	aim_size_designation	small	aim_size_designation
mm.aim.1305	very_large	visitbritain	large	visitbritain
mm.aim.1308	medium	aim_size_designation	medium	aim_size_designation
mm.aim.1309	small	aim_size_designation	small	aim_size_designation
mm.aim.1312	small	ma(fam)	small	ma(fam)
mm.aim.1315	tiny	ma(fam)	small	ma(fam)
mm.aim.1316	small	aim_size_designation	small	aim_size_designation
mm.aim.1318	tiny	ma(fam)	small	ma(fam)
mm.aim.1322	medium	aim_size_designation	medium	aim_size_designation
mm.aim.1326	small	aim_size_designation	small	aim_size_designation
mm.aim.1329	large	aim_size_designation	large	aim_size_designation
mm.aim.1335	small	aim_size_designation	small	aim_size_designation
mm.aim.1338	large	aim_size_designation	large	aim_size_designation
mm.aim.1342	small	aim_size_designation	small	aim_size_designation
mm.aim.1346	small	aim_size_designation	small	aim_size_designation
mm.aim.1348	medium	aim_size_designation	medium	aim_size_designation
mm.aim.1352	very_small	ma(fam)	small	ma(fam)
mm.aim.1353	tiny	ma(fam)	small	ma(fam)
mm.aim.1354	small	aim_size_designation	small	aim_size_designation
mm.aim.1355	small	aim_size_designation	small	aim_size_designation
mm.aim82M.001	unknown	unknown	unknown_sz	unknown
mm.aim82M.002	unknown	unknown	unknown_sz	unknown
mm.aim82M.003	unknown	unknown	unknown_sz	unknown
mm.aim82M.004	unknown	unknown	unknown_sz	unknown
mm.aim82M.005	unknown	unknown	unknown_sz	unknown
mm.aim82M.007	unknown	unknown	unknown_sz	unknown
mm.aim82M.008	unknown	unknown	unknown_sz	unknown
mm.aim82M.009	unknown	unknown	unknown_sz	unknown
mm.aim82M.010	unknown	unknown	unknown_sz	unknown
mm.aim82M.011	unknown	unknown	unknown_sz	unknown
mm.aim82M.012	unknown	unknown	unknown_sz	unknown
mm.aim82M.014	unknown	unknown	unknown_sz	unknown
mm.aim82M.015	unknown	unknown	unknown_sz	unknown
mm.aim82M.016	unknown	unknown	unknown_sz	unknown
mm.aim82M.017	unknown	unknown	unknown_sz	unknown
mm.aim82M.018	unknown	unknown	unknown_sz	unknown
mm.aim82M.019	unknown	unknown	unknown_sz	unknown
mm.aim82M.020	unknown	unknown	unknown_sz	unknown
mm.aim82M.021	unknown	unknown	unknown_sz	unknown
mm.aim82M.022	unknown	unknown	unknown_sz	unknown
mm.aim82M.023	unknown	unknown	unknown_sz	unknown
mm.aim82M.024	unknown	unknown	unknown_sz	unknown
mm.aim82M.025	unknown	unknown	unknown_sz	unknown
mm.aim82M.027	unknown	unknown	unknown_sz	unknown
mm.aim82M.028	unknown	unknown	unknown_sz	unknown
mm.aim82M.029	unknown	unknown	unknown_sz	unknown
mm.aim82M.030	unknown	unknown	unknown_sz	unknown
mm.aim82M.031	unknown	unknown	unknown_sz	unknown
mm.aim82M.032	unknown	unknown	unknown_sz	unknown
mm.aim82M.033	unknown	unknown	unknown_sz	unknown
mm.aim82M.034	unknown	unknown	unknown_sz	unknown
mm.aim82M.035	unknown	unknown	unknown_sz	unknown
mm.aim82M.036	unknown	unknown	unknown_sz	unknown
mm.aim82M.038	unknown	unknown	unknown_sz	unknown
mm.aim82M.040	unknown	unknown	unknown_sz	unknown
mm.aim82M.041	unknown	unknown	unknown_sz	unknown
mm.aim82M.042	unknown	unknown	unknown_sz	unknown
mm.aim82M.043	unknown	unknown	unknown_sz	unknown
mm.aim82M.044	unknown	unknown	unknown_sz	unknown
mm.aim82M.045	unknown	unknown	unknown_sz	unknown
mm.aim82M.046	unknown	unknown	unknown_sz	unknown
mm.aim82M.047	unknown	unknown	unknown_sz	unknown
mm.aim82M.048	unknown	unknown	unknown_sz	unknown
mm.aim82M.049	unknown	unknown	unknown_sz	unknown
mm.aim82M.050	unknown	unknown	unknown_sz	unknown
mm.aim82M.051	unknown	unknown	unknown_sz	unknown
mm.aim82M.052	unknown	unknown	unknown_sz	unknown
mm.aim82M.053	unknown	unknown	unknown_sz	unknown
mm.aim82M.054	unknown	unknown	unknown_sz	unknown
mm.aim82M.055	unknown	unknown	unknown_sz	unknown
mm.aim82M.056	unknown	unknown	unknown_sz	unknown
mm.aim82M.057	unknown	unknown	unknown_sz	unknown
mm.aim82M.058	unknown	unknown	unknown_sz	unknown
mm.aim82M.059	unknown	unknown	unknown_sz	unknown
mm.aim82M.060	unknown	unknown	unknown_sz	unknown
mm.aim82M.061	unknown	unknown	unknown_sz	unknown
mm.aim82M.062	unknown	unknown	unknown_sz	unknown
mm.aim82M.063	unknown	unknown	unknown_sz	unknown
mm.aim82M.064	unknown	unknown	unknown_sz	unknown
mm.aim82M.065	unknown	unknown	unknown_sz	unknown
mm.aim82M.066	unknown	unknown	unknown_sz	unknown
