UNIT_GSS	VAR	VAL	n_museums
E08000002	subject_matter_simpl_aggr	rural_industry	0
E08000002	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000002	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000002	subject_matter_simpl_aggr	transport	1
E08000002	subject_matter_simpl_aggr	war_and_conflict	1
E08000003	subject_matter_simpl_aggr	archaeology	0
E08000003	subject_matter_simpl_aggr	arts	4
E08000003	subject_matter_simpl_aggr	belief_and_identity	2
E08000003	subject_matter_simpl_aggr	buildings	3
E08000003	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000003	subject_matter_simpl_aggr	leisure_and_sport	1
E08000003	subject_matter_simpl_aggr	local_histories	0
E08000003	subject_matter_simpl_aggr	mixed	1
E08000003	subject_matter_simpl_aggr	personality	2
E08000003	subject_matter_simpl_aggr	rural_industry	0
E08000003	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000003	subject_matter_simpl_aggr	SMALL_SUBJECTS	5
E08000003	subject_matter_simpl_aggr	transport	3
E08000003	subject_matter_simpl_aggr	war_and_conflict	0
E08000004	subject_matter_simpl_aggr	archaeology	0
E08000004	subject_matter_simpl_aggr	arts	0
E08000004	subject_matter_simpl_aggr	belief_and_identity	0
E08000004	subject_matter_simpl_aggr	buildings	0
E08000004	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000004	subject_matter_simpl_aggr	leisure_and_sport	0
E08000004	subject_matter_simpl_aggr	local_histories	1
E08000004	subject_matter_simpl_aggr	mixed	1
E08000004	subject_matter_simpl_aggr	personality	0
E08000004	subject_matter_simpl_aggr	rural_industry	0
E08000004	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000004	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000004	subject_matter_simpl_aggr	transport	0
E08000004	subject_matter_simpl_aggr	war_and_conflict	0
E08000005	subject_matter_simpl_aggr	archaeology	0
E08000005	subject_matter_simpl_aggr	arts	0
E08000005	subject_matter_simpl_aggr	belief_and_identity	0
E08000005	subject_matter_simpl_aggr	buildings	0
E08000005	subject_matter_simpl_aggr	industry_and_manufacture	1
E08000005	subject_matter_simpl_aggr	leisure_and_sport	0
E08000005	subject_matter_simpl_aggr	local_histories	0
E08000005	subject_matter_simpl_aggr	mixed	1
E08000005	subject_matter_simpl_aggr	personality	0
E08000005	subject_matter_simpl_aggr	rural_industry	0
E08000005	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000005	subject_matter_simpl_aggr	SMALL_SUBJECTS	2
E08000005	subject_matter_simpl_aggr	transport	0
E08000005	subject_matter_simpl_aggr	war_and_conflict	0
E08000006	subject_matter_simpl_aggr	archaeology	0
E08000006	subject_matter_simpl_aggr	arts	2
E08000006	subject_matter_simpl_aggr	belief_and_identity	0
E08000006	subject_matter_simpl_aggr	buildings	1
E08000006	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000006	subject_matter_simpl_aggr	leisure_and_sport	0
E08000006	subject_matter_simpl_aggr	local_histories	0
E08000006	subject_matter_simpl_aggr	mixed	1
E08000006	subject_matter_simpl_aggr	personality	0
E08000006	subject_matter_simpl_aggr	rural_industry	0
E08000006	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000006	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000006	subject_matter_simpl_aggr	transport	0
E08000006	subject_matter_simpl_aggr	war_and_conflict	0
E08000007	subject_matter_simpl_aggr	archaeology	0
E08000007	subject_matter_simpl_aggr	arts	0
E08000007	subject_matter_simpl_aggr	belief_and_identity	0
E08000007	subject_matter_simpl_aggr	buildings	2
E08000007	subject_matter_simpl_aggr	industry_and_manufacture	1
E08000007	subject_matter_simpl_aggr	leisure_and_sport	0
E08000007	subject_matter_simpl_aggr	local_histories	1
E08000007	subject_matter_simpl_aggr	mixed	0
E08000007	subject_matter_simpl_aggr	personality	0
E08000007	subject_matter_simpl_aggr	rural_industry	0
E08000007	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000007	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000007	subject_matter_simpl_aggr	transport	0
E08000007	subject_matter_simpl_aggr	war_and_conflict	2
E08000008	subject_matter_simpl_aggr	archaeology	0
E08000008	subject_matter_simpl_aggr	arts	2
E08000008	subject_matter_simpl_aggr	belief_and_identity	0
E08000008	subject_matter_simpl_aggr	buildings	0
E08000008	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000008	subject_matter_simpl_aggr	leisure_and_sport	0
E08000008	subject_matter_simpl_aggr	local_histories	1
E08000008	subject_matter_simpl_aggr	mixed	0
E08000008	subject_matter_simpl_aggr	personality	0
E08000008	subject_matter_simpl_aggr	rural_industry	0
E08000008	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000008	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000008	subject_matter_simpl_aggr	transport	0
E08000008	subject_matter_simpl_aggr	war_and_conflict	1
E08000009	subject_matter_simpl_aggr	archaeology	0
E08000009	subject_matter_simpl_aggr	arts	0
E08000009	subject_matter_simpl_aggr	belief_and_identity	0
E08000009	subject_matter_simpl_aggr	buildings	1
E08000009	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000009	subject_matter_simpl_aggr	leisure_and_sport	2
E08000009	subject_matter_simpl_aggr	local_histories	0
E08000009	subject_matter_simpl_aggr	mixed	0
E08000009	subject_matter_simpl_aggr	personality	0
E08000009	subject_matter_simpl_aggr	rural_industry	0
E08000009	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000009	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000009	subject_matter_simpl_aggr	transport	0
E08000009	subject_matter_simpl_aggr	war_and_conflict	1
E08000010	subject_matter_simpl_aggr	archaeology	0
E08000010	subject_matter_simpl_aggr	arts	1
E08000010	subject_matter_simpl_aggr	belief_and_identity	0
E08000010	subject_matter_simpl_aggr	buildings	0
E08000010	subject_matter_simpl_aggr	industry_and_manufacture	2
E08000010	subject_matter_simpl_aggr	leisure_and_sport	0
E08000010	subject_matter_simpl_aggr	local_histories	2
E08000010	subject_matter_simpl_aggr	mixed	0
E08000010	subject_matter_simpl_aggr	personality	0
E08000010	subject_matter_simpl_aggr	rural_industry	0
E08000010	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000010	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000010	subject_matter_simpl_aggr	transport	0
E08000010	subject_matter_simpl_aggr	war_and_conflict	0
E08000011	subject_matter_simpl_aggr	archaeology	0
E08000011	subject_matter_simpl_aggr	arts	0
E08000011	subject_matter_simpl_aggr	belief_and_identity	0
E08000011	subject_matter_simpl_aggr	buildings	0
E08000011	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000011	subject_matter_simpl_aggr	leisure_and_sport	0
E08000011	subject_matter_simpl_aggr	local_histories	1
E08000011	subject_matter_simpl_aggr	mixed	0
E08000011	subject_matter_simpl_aggr	personality	0
E08000011	subject_matter_simpl_aggr	rural_industry	0
E08000011	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000011	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000011	subject_matter_simpl_aggr	transport	0
E08000011	subject_matter_simpl_aggr	war_and_conflict	0
E08000012	subject_matter_simpl_aggr	archaeology	1
E08000012	subject_matter_simpl_aggr	arts	4
E08000012	subject_matter_simpl_aggr	belief_and_identity	1
E08000012	subject_matter_simpl_aggr	buildings	3
E08000012	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000012	subject_matter_simpl_aggr	leisure_and_sport	1
E08000012	subject_matter_simpl_aggr	local_histories	1
E08000012	subject_matter_simpl_aggr	mixed	2
E08000012	subject_matter_simpl_aggr	personality	1
E08000012	subject_matter_simpl_aggr	rural_industry	0
E08000012	subject_matter_simpl_aggr	sea_and_seafaring	2
E08000012	subject_matter_simpl_aggr	SMALL_SUBJECTS	3
E08000012	subject_matter_simpl_aggr	transport	0
E08000012	subject_matter_simpl_aggr	war_and_conflict	1
E08000013	subject_matter_simpl_aggr	archaeology	0
E08000013	subject_matter_simpl_aggr	arts	0
E08000013	subject_matter_simpl_aggr	belief_and_identity	0
E08000013	subject_matter_simpl_aggr	buildings	0
E08000013	subject_matter_simpl_aggr	industry_and_manufacture	1
E08000013	subject_matter_simpl_aggr	leisure_and_sport	0
E08000013	subject_matter_simpl_aggr	local_histories	1
E08000013	subject_matter_simpl_aggr	mixed	0
E08000013	subject_matter_simpl_aggr	personality	0
E08000013	subject_matter_simpl_aggr	rural_industry	0
E08000013	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000013	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000013	subject_matter_simpl_aggr	transport	2
E08000013	subject_matter_simpl_aggr	war_and_conflict	0
E08000014	subject_matter_simpl_aggr	archaeology	0
E08000014	subject_matter_simpl_aggr	arts	1
E08000014	subject_matter_simpl_aggr	belief_and_identity	0
E08000014	subject_matter_simpl_aggr	buildings	1
E08000014	subject_matter_simpl_aggr	industry_and_manufacture	1
E08000014	subject_matter_simpl_aggr	leisure_and_sport	0
E08000014	subject_matter_simpl_aggr	local_histories	0
E08000014	subject_matter_simpl_aggr	mixed	0
E08000014	subject_matter_simpl_aggr	personality	0
E08000014	subject_matter_simpl_aggr	rural_industry	0
E08000014	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000014	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E08000014	subject_matter_simpl_aggr	transport	0
E08000014	subject_matter_simpl_aggr	war_and_conflict	0
E08000015	subject_matter_simpl_aggr	archaeology	1
E08000015	subject_matter_simpl_aggr	arts	1
E08000015	subject_matter_simpl_aggr	belief_and_identity	0
E08000015	subject_matter_simpl_aggr	buildings	1
E08000015	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000015	subject_matter_simpl_aggr	leisure_and_sport	0
E08000015	subject_matter_simpl_aggr	local_histories	1
E08000015	subject_matter_simpl_aggr	mixed	0
E08000015	subject_matter_simpl_aggr	personality	0
E08000015	subject_matter_simpl_aggr	rural_industry	0
E08000015	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000015	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000015	subject_matter_simpl_aggr	transport	1
E08000015	subject_matter_simpl_aggr	war_and_conflict	1
E08000016	subject_matter_simpl_aggr	archaeology	0
E08000016	subject_matter_simpl_aggr	arts	1
E08000016	subject_matter_simpl_aggr	belief_and_identity	0
E08000016	subject_matter_simpl_aggr	buildings	1
E08000016	subject_matter_simpl_aggr	industry_and_manufacture	2
E08000016	subject_matter_simpl_aggr	leisure_and_sport	0
E08000016	subject_matter_simpl_aggr	local_histories	2
E08000016	subject_matter_simpl_aggr	mixed	1
E08000016	subject_matter_simpl_aggr	personality	0
E08000016	subject_matter_simpl_aggr	rural_industry	1
E08000016	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000016	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000016	subject_matter_simpl_aggr	transport	0
E08000016	subject_matter_simpl_aggr	war_and_conflict	0
E08000017	subject_matter_simpl_aggr	archaeology	0
E08000017	subject_matter_simpl_aggr	arts	0
E08000017	subject_matter_simpl_aggr	belief_and_identity	0
E08000017	subject_matter_simpl_aggr	buildings	1
E08000017	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000017	subject_matter_simpl_aggr	leisure_and_sport	0
E08000017	subject_matter_simpl_aggr	local_histories	1
E08000017	subject_matter_simpl_aggr	mixed	1
E08000017	subject_matter_simpl_aggr	personality	0
E08000017	subject_matter_simpl_aggr	rural_industry	0
E08000017	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000017	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000017	subject_matter_simpl_aggr	transport	1
E08000017	subject_matter_simpl_aggr	war_and_conflict	2
E08000018	subject_matter_simpl_aggr	archaeology	0
E08000018	subject_matter_simpl_aggr	arts	0
E08000018	subject_matter_simpl_aggr	belief_and_identity	0
E08000018	subject_matter_simpl_aggr	buildings	0
E08000018	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000018	subject_matter_simpl_aggr	leisure_and_sport	0
E08000018	subject_matter_simpl_aggr	local_histories	0
E08000018	subject_matter_simpl_aggr	mixed	1
E08000018	subject_matter_simpl_aggr	personality	0
E08000018	subject_matter_simpl_aggr	rural_industry	0
E08000018	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000018	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000018	subject_matter_simpl_aggr	transport	1
E08000018	subject_matter_simpl_aggr	war_and_conflict	1
E08000019	subject_matter_simpl_aggr	archaeology	0
E08000019	subject_matter_simpl_aggr	arts	3
E08000019	subject_matter_simpl_aggr	belief_and_identity	0
E08000019	subject_matter_simpl_aggr	buildings	1
E08000019	subject_matter_simpl_aggr	industry_and_manufacture	3
E08000019	subject_matter_simpl_aggr	leisure_and_sport	0
E08000019	subject_matter_simpl_aggr	local_histories	1
E08000019	subject_matter_simpl_aggr	mixed	2
E08000019	subject_matter_simpl_aggr	personality	0
E08000019	subject_matter_simpl_aggr	rural_industry	1
E08000019	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000019	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E08000019	subject_matter_simpl_aggr	transport	0
E08000019	subject_matter_simpl_aggr	war_and_conflict	0
E08000021	subject_matter_simpl_aggr	archaeology	0
E08000021	subject_matter_simpl_aggr	arts	3
E08000021	subject_matter_simpl_aggr	belief_and_identity	0
E08000021	subject_matter_simpl_aggr	buildings	0
E08000021	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000021	subject_matter_simpl_aggr	leisure_and_sport	0
E08000021	subject_matter_simpl_aggr	local_histories	0
E08000021	subject_matter_simpl_aggr	mixed	1
E08000021	subject_matter_simpl_aggr	personality	0
E08000021	subject_matter_simpl_aggr	rural_industry	0
E08000021	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000021	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E08000021	subject_matter_simpl_aggr	transport	2
E08000021	subject_matter_simpl_aggr	war_and_conflict	3
E08000022	subject_matter_simpl_aggr	archaeology	1
E08000022	subject_matter_simpl_aggr	arts	0
E08000022	subject_matter_simpl_aggr	belief_and_identity	0
E08000022	subject_matter_simpl_aggr	buildings	0
E08000022	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000022	subject_matter_simpl_aggr	leisure_and_sport	0
E08000022	subject_matter_simpl_aggr	local_histories	0
E08000022	subject_matter_simpl_aggr	mixed	0
E08000022	subject_matter_simpl_aggr	personality	0
E08000022	subject_matter_simpl_aggr	rural_industry	0
E08000022	subject_matter_simpl_aggr	sea_and_seafaring	2
E08000022	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000022	subject_matter_simpl_aggr	transport	1
E08000022	subject_matter_simpl_aggr	war_and_conflict	0
E08000023	subject_matter_simpl_aggr	archaeology	1
E08000023	subject_matter_simpl_aggr	arts	0
E08000023	subject_matter_simpl_aggr	belief_and_identity	0
E08000023	subject_matter_simpl_aggr	buildings	0
E08000023	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000023	subject_matter_simpl_aggr	leisure_and_sport	0
E08000023	subject_matter_simpl_aggr	local_histories	0
E08000023	subject_matter_simpl_aggr	mixed	1
E08000023	subject_matter_simpl_aggr	personality	1
E08000023	subject_matter_simpl_aggr	rural_industry	0
E08000023	subject_matter_simpl_aggr	sea_and_seafaring	1
E08000023	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000023	subject_matter_simpl_aggr	transport	0
E08000023	subject_matter_simpl_aggr	war_and_conflict	0
E08000024	subject_matter_simpl_aggr	archaeology	0
E08000024	subject_matter_simpl_aggr	arts	0
E08000024	subject_matter_simpl_aggr	belief_and_identity	0
E08000024	subject_matter_simpl_aggr	buildings	1
E08000024	subject_matter_simpl_aggr	industry_and_manufacture	1
E08000024	subject_matter_simpl_aggr	leisure_and_sport	0
E08000024	subject_matter_simpl_aggr	local_histories	0
E08000024	subject_matter_simpl_aggr	mixed	1
E08000024	subject_matter_simpl_aggr	personality	0
E08000024	subject_matter_simpl_aggr	rural_industry	0
E08000024	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000024	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E08000024	subject_matter_simpl_aggr	transport	3
E08000024	subject_matter_simpl_aggr	war_and_conflict	0
E08000025	subject_matter_simpl_aggr	archaeology	0
E08000025	subject_matter_simpl_aggr	arts	2
E08000025	subject_matter_simpl_aggr	belief_and_identity	0
E08000025	subject_matter_simpl_aggr	buildings	5
E08000025	subject_matter_simpl_aggr	industry_and_manufacture	5
E08000025	subject_matter_simpl_aggr	leisure_and_sport	1
E08000025	subject_matter_simpl_aggr	local_histories	0
E08000025	subject_matter_simpl_aggr	mixed	1
E08000025	subject_matter_simpl_aggr	personality	1
E08000025	subject_matter_simpl_aggr	rural_industry	1
E08000025	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000025	subject_matter_simpl_aggr	SMALL_SUBJECTS	3
E08000025	subject_matter_simpl_aggr	transport	2
E08000025	subject_matter_simpl_aggr	war_and_conflict	1
E08000026	subject_matter_simpl_aggr	archaeology	0
E08000026	subject_matter_simpl_aggr	arts	3
E08000026	subject_matter_simpl_aggr	belief_and_identity	1
E08000026	subject_matter_simpl_aggr	buildings	0
E08000026	subject_matter_simpl_aggr	industry_and_manufacture	1
E08000026	subject_matter_simpl_aggr	leisure_and_sport	0
E08000026	subject_matter_simpl_aggr	local_histories	0
E08000026	subject_matter_simpl_aggr	mixed	1
E08000026	subject_matter_simpl_aggr	personality	0
E08000026	subject_matter_simpl_aggr	rural_industry	0
E08000026	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000026	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000026	subject_matter_simpl_aggr	transport	1
E08000026	subject_matter_simpl_aggr	war_and_conflict	0
E08000027	subject_matter_simpl_aggr	archaeology	0
E08000027	subject_matter_simpl_aggr	arts	2
E08000027	subject_matter_simpl_aggr	belief_and_identity	0
E08000027	subject_matter_simpl_aggr	buildings	0
E08000027	subject_matter_simpl_aggr	industry_and_manufacture	2
E08000027	subject_matter_simpl_aggr	leisure_and_sport	0
E08000027	subject_matter_simpl_aggr	local_histories	0
E08000027	subject_matter_simpl_aggr	mixed	1
E08000027	subject_matter_simpl_aggr	personality	0
E08000027	subject_matter_simpl_aggr	rural_industry	0
E08000027	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000027	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000027	subject_matter_simpl_aggr	transport	1
E08000027	subject_matter_simpl_aggr	war_and_conflict	1
E08000028	subject_matter_simpl_aggr	archaeology	0
E08000028	subject_matter_simpl_aggr	arts	0
E08000028	subject_matter_simpl_aggr	belief_and_identity	0
E08000028	subject_matter_simpl_aggr	buildings	2
E08000028	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000028	subject_matter_simpl_aggr	leisure_and_sport	0
E08000028	subject_matter_simpl_aggr	local_histories	2
E08000028	subject_matter_simpl_aggr	mixed	1
E08000028	subject_matter_simpl_aggr	personality	1
E08000028	subject_matter_simpl_aggr	rural_industry	0
E08000028	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000028	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E08000028	subject_matter_simpl_aggr	transport	0
E08000028	subject_matter_simpl_aggr	war_and_conflict	0
E08000029	subject_matter_simpl_aggr	archaeology	0
E08000029	subject_matter_simpl_aggr	arts	0
E08000029	subject_matter_simpl_aggr	belief_and_identity	0
E08000029	subject_matter_simpl_aggr	buildings	1
E08000029	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000029	subject_matter_simpl_aggr	leisure_and_sport	0
E08000029	subject_matter_simpl_aggr	local_histories	1
E08000029	subject_matter_simpl_aggr	mixed	0
E08000029	subject_matter_simpl_aggr	personality	0
E08000029	subject_matter_simpl_aggr	rural_industry	0
E08000029	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000029	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000029	subject_matter_simpl_aggr	transport	1
E08000029	subject_matter_simpl_aggr	war_and_conflict	0
E08000030	subject_matter_simpl_aggr	archaeology	0
E08000030	subject_matter_simpl_aggr	arts	1
E08000030	subject_matter_simpl_aggr	belief_and_identity	0
E08000030	subject_matter_simpl_aggr	buildings	0
E08000030	subject_matter_simpl_aggr	industry_and_manufacture	2
E08000030	subject_matter_simpl_aggr	leisure_and_sport	0
E08000030	subject_matter_simpl_aggr	local_histories	0
E08000030	subject_matter_simpl_aggr	mixed	0
E08000030	subject_matter_simpl_aggr	personality	0
E08000030	subject_matter_simpl_aggr	rural_industry	0
E08000030	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000030	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000030	subject_matter_simpl_aggr	transport	1
E08000030	subject_matter_simpl_aggr	war_and_conflict	0
E08000031	subject_matter_simpl_aggr	archaeology	0
E08000031	subject_matter_simpl_aggr	arts	2
E08000031	subject_matter_simpl_aggr	belief_and_identity	0
E08000031	subject_matter_simpl_aggr	buildings	2
E08000031	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000031	subject_matter_simpl_aggr	leisure_and_sport	1
E08000031	subject_matter_simpl_aggr	local_histories	0
E08000031	subject_matter_simpl_aggr	mixed	0
E08000031	subject_matter_simpl_aggr	personality	0
E08000031	subject_matter_simpl_aggr	rural_industry	0
E08000031	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000031	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000031	subject_matter_simpl_aggr	transport	0
E08000031	subject_matter_simpl_aggr	war_and_conflict	0
E08000032	subject_matter_simpl_aggr	archaeology	0
E08000032	subject_matter_simpl_aggr	arts	2
E08000032	subject_matter_simpl_aggr	belief_and_identity	0
E08000032	subject_matter_simpl_aggr	buildings	2
E08000032	subject_matter_simpl_aggr	industry_and_manufacture	1
E08000032	subject_matter_simpl_aggr	leisure_and_sport	1
E08000032	subject_matter_simpl_aggr	local_histories	0
E08000032	subject_matter_simpl_aggr	mixed	1
E08000032	subject_matter_simpl_aggr	personality	1
E08000032	subject_matter_simpl_aggr	rural_industry	0
E08000032	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000032	subject_matter_simpl_aggr	SMALL_SUBJECTS	2
E08000032	subject_matter_simpl_aggr	transport	4
E08000032	subject_matter_simpl_aggr	war_and_conflict	1
E08000033	subject_matter_simpl_aggr	archaeology	0
E08000033	subject_matter_simpl_aggr	arts	1
E08000033	subject_matter_simpl_aggr	belief_and_identity	0
E08000033	subject_matter_simpl_aggr	buildings	1
E08000033	subject_matter_simpl_aggr	industry_and_manufacture	1
E08000033	subject_matter_simpl_aggr	leisure_and_sport	1
E08000033	subject_matter_simpl_aggr	local_histories	2
E08000033	subject_matter_simpl_aggr	mixed	1
E08000033	subject_matter_simpl_aggr	personality	0
E08000033	subject_matter_simpl_aggr	rural_industry	0
E08000033	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000033	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000033	subject_matter_simpl_aggr	transport	0
E08000033	subject_matter_simpl_aggr	war_and_conflict	1
E08000034	subject_matter_simpl_aggr	archaeology	0
E08000034	subject_matter_simpl_aggr	arts	1
E08000034	subject_matter_simpl_aggr	belief_and_identity	1
E08000034	subject_matter_simpl_aggr	buildings	1
E08000034	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000034	subject_matter_simpl_aggr	leisure_and_sport	1
E08000034	subject_matter_simpl_aggr	local_histories	0
E08000034	subject_matter_simpl_aggr	mixed	2
E08000034	subject_matter_simpl_aggr	personality	0
E08000034	subject_matter_simpl_aggr	rural_industry	2
E08000034	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000034	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000034	subject_matter_simpl_aggr	transport	1
E08000034	subject_matter_simpl_aggr	war_and_conflict	1
E08000035	subject_matter_simpl_aggr	archaeology	0
E08000035	subject_matter_simpl_aggr	arts	4
E08000035	subject_matter_simpl_aggr	belief_and_identity	2
E08000035	subject_matter_simpl_aggr	buildings	5
E08000035	subject_matter_simpl_aggr	industry_and_manufacture	2
E08000035	subject_matter_simpl_aggr	leisure_and_sport	1
E08000035	subject_matter_simpl_aggr	local_histories	2
E08000035	subject_matter_simpl_aggr	mixed	2
E08000035	subject_matter_simpl_aggr	personality	0
E08000035	subject_matter_simpl_aggr	rural_industry	0
E08000035	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000035	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E08000035	subject_matter_simpl_aggr	transport	1
E08000035	subject_matter_simpl_aggr	war_and_conflict	1
E08000036	subject_matter_simpl_aggr	archaeology	0
E08000036	subject_matter_simpl_aggr	arts	3
E08000036	subject_matter_simpl_aggr	belief_and_identity	0
E08000036	subject_matter_simpl_aggr	buildings	1
E08000036	subject_matter_simpl_aggr	industry_and_manufacture	1
E08000036	subject_matter_simpl_aggr	leisure_and_sport	0
E08000036	subject_matter_simpl_aggr	local_histories	3
E08000036	subject_matter_simpl_aggr	mixed	0
E08000036	subject_matter_simpl_aggr	personality	1
E08000036	subject_matter_simpl_aggr	rural_industry	0
E08000036	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000036	subject_matter_simpl_aggr	SMALL_SUBJECTS	1
E08000036	subject_matter_simpl_aggr	transport	0
E08000036	subject_matter_simpl_aggr	war_and_conflict	1
E08000037	subject_matter_simpl_aggr	archaeology	0
E08000037	subject_matter_simpl_aggr	arts	1
E08000037	subject_matter_simpl_aggr	belief_and_identity	0
E08000037	subject_matter_simpl_aggr	buildings	0
E08000037	subject_matter_simpl_aggr	industry_and_manufacture	0
E08000037	subject_matter_simpl_aggr	leisure_and_sport	0
E08000037	subject_matter_simpl_aggr	local_histories	0
E08000037	subject_matter_simpl_aggr	mixed	0
E08000037	subject_matter_simpl_aggr	personality	0
E08000037	subject_matter_simpl_aggr	rural_industry	0
E08000037	subject_matter_simpl_aggr	sea_and_seafaring	0
E08000037	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E08000037	subject_matter_simpl_aggr	transport	0
E08000037	subject_matter_simpl_aggr	war_and_conflict	0
E09000001	subject_matter_simpl_aggr	archaeology	1
E09000001	subject_matter_simpl_aggr	arts	1
E09000001	subject_matter_simpl_aggr	belief_and_identity	1
E09000001	subject_matter_simpl_aggr	buildings	0
E09000001	subject_matter_simpl_aggr	industry_and_manufacture	0
E09000001	subject_matter_simpl_aggr	leisure_and_sport	0
E09000001	subject_matter_simpl_aggr	local_histories	2
E09000001	subject_matter_simpl_aggr	mixed	0
E09000001	subject_matter_simpl_aggr	personality	1
E09000001	subject_matter_simpl_aggr	rural_industry	0
E09000001	subject_matter_simpl_aggr	sea_and_seafaring	0
E09000001	subject_matter_simpl_aggr	SMALL_SUBJECTS	5
E09000001	subject_matter_simpl_aggr	transport	0
E09000001	subject_matter_simpl_aggr	war_and_conflict	0
E09000002	subject_matter_simpl_aggr	archaeology	0
E09000002	subject_matter_simpl_aggr	arts	0
E09000002	subject_matter_simpl_aggr	belief_and_identity	0
E09000002	subject_matter_simpl_aggr	buildings	0
E09000002	subject_matter_simpl_aggr	industry_and_manufacture	0
E09000002	subject_matter_simpl_aggr	leisure_and_sport	0
E09000002	subject_matter_simpl_aggr	local_histories	1
E09000002	subject_matter_simpl_aggr	mixed	0
E09000002	subject_matter_simpl_aggr	personality	0
E09000002	subject_matter_simpl_aggr	rural_industry	0
E09000002	subject_matter_simpl_aggr	sea_and_seafaring	0
E09000002	subject_matter_simpl_aggr	SMALL_SUBJECTS	0
E09000002	subject_matter_simpl_aggr	transport	0
